Election ,JURISDICTION,City/District #,Position_Type,Number_of_Muslims,Impact,Vote_Difference,Name_1,Votes_1,Name_2,Votes_2
General_2015,City Council,PUYALLUP,Pos. 1,381,> 50%,637,John Palmer,1764,Keith W. Sherrill,1127
General_2015,City Council,PUYALLUP,Pos. 1,381,> 50%,273,Thomas Jay (Tom) Swanson,1618,Robin Ordonez,1345
General_2015,City Council,PUYALLUP,At-Large,381,> 50%,263,Dean Johnson,4236,Steven Vermillion,3973
General_2015,City Council,QUINCY,Pos. 1,2,< 25%,88,Josey Ferguson,396,Scott B Lybbert,308
General_2015,City Council,QUINCY,Pos. 3,2,< 25%,550,Thomas L Harris,550,,0
General_2015,City Council,QUINCY,Pos. 6,2,< 25%,186,Sonia O. Padron,453,Warren Dan Lybbert,267
General_2015,City Council,QUINCY,Pos. 7,2,< 25%,148,David Durfee Jr,431,"Manuel ""Manny"" Guerrero",283
General_2015,City Council,RAINIER,Pos. 2,6,< 25%,208,Robert Shaw,208,,0
General_2015,City Council,RAINIER,Pos. 3,6,< 25%,220,Tom Arnbrister,220,,0
General_2015,City Council,RAINIER,Pos. 4,6,< 25%,54,Jonathan Stephenson,177,Dennis McVey,123
General_2015,City Council,RAINIER,Pos. 5,6,< 25%,197,Everett Gage,197,,0
General_2015,City Council,RAYMOND,Pos. 2,1,< 25%,407,Kaley Hanson,407,,0
General_2015,City Council,RAYMOND,Pos. 3,1,< 25%,382,Ray Robinson,382,,0
General_2015,City Council,RAYMOND,Pos. 6,1,< 25%,379,Ian Farrell,379,,0
General_2015,City Council,RAYMOND,Pos. 7,1,< 25%,380,Betty J. Sovereign,380,,0
General_2015,City Council,REARDAN,Pos. 1,0,< 25%,148,Gail E. Daniels,148,,0
General_2015,City Council,REARDAN,Pos. 2,0,< 25%,151,Clay Soliday,151,,0
General_2015,City Council,REARDAN,Pos. 4,0,< 25%,148,Shad D. Vincent,148,,0
General_2015,City Council,REDMOND,Pos. 1,1561,< 25%,6475,Hank Myers,6579,Write-in,104
General_2015,City Council,REDMOND,Pos. 3,1561,< 25%,6382,Hank Margeson,6489,Write-in,107
General_2015,City Council,REDMOND,Pos. 5,1561,< 25%,6500,Angela Birney,6576,Write-in,76
General_2015,City Council,REDMOND,Pos. 7,1561,< 25%,6344,David Carson,6440,Write-in,96
General_2015,City Council,RENTON,Pos. 5,1321,< 25%,9016,Ed Prince,9204,Write-in,188
General_2015,City Council,RENTON,Pos. 6,1321,< 25%,8991,Ruth Perez,9147,Write-in,156
General_2015,City Council,RENTON,Pos. 7,1321,< 25%,8951,Don Persson,9118,Write-in,167
General_2015,City Council,RENTON,Pos. 3,1321,25-50%,5267,Carol Ann Witschi,8176,Marcie Palmer,2909
General_2015,City Council,RENTON,Pos. 4,1321,25-50%,3647,Ryan McIrvin,7605,Monique Taylor-Swan,3958
General_2015,City Council,REPUBLIC,Pos. 2,2,< 25%,172,Daniel Hay,172,,0
General_2015,City Council,REPUBLIC,Pos. 4,2,< 25%,182,Wade Culp,182,,0
General_2015,City Council,RICHLAND,Pos. 2,223,< 25%,7129,Brad Anderson,7129,,0
General_2015,City Council,RICHLAND,Pos. 5,223,< 25%,7221,Phillip R. Lemley,7221,,0
General_2015,City Council,RICHLAND,Pos. 6,223,< 25%,3177,Terry Christensen,6197,Donnie Landsman,3020
General_2015,City Council,RICHLAND,Pos. 7,223,> 50%,88,Dori Luzzo Gilmour,4627,Gregory L. Jones,4539
General_2015,City Council,RICHLAND,Pos. 1,223,> 50%,186,John E. Smart,1488,Byron Martin,1302
General_2015,City Council,RICHLAND,Pos. 5,223,25-50%,762,Don Engelman,1777,Robert Perkes,1015
General_2015,City Council,RICHLAND,Pos. 6,223,25-50%,580,Scott Whalen,1702,Neomi N. Garza,1122
General_2015,City Council,RICHLAND,Pos. 7,223,25-50%,779,Ken Stoker,1801,Tony Benegas,1022
General_2015,City Council,RIDGEFIELD,Pos. 2,55,< 25%,326,David Taylor,840,Maria Salazar,514
General_2015,City Council,RIDGEFIELD,Pos. 3,55,< 25%,994,Lee E. Wells,994,,0
General_2015,City Council,RIDGEFIELD,Pos. 5,55,< 25%,949,Darren S. Wertz,949,,0
General_2015,City Council,RIDGEFIELD,Pos. 7,55,< 25%,1017,Sandra Day,1017,,0
General_2015,City Council,RITZVILLE,Ward 1,0,< 25%,290,Dede Rawlings,290,,0
General_2015,City Council,RITZVILLE,Ward 2,0,< 25%,317,Corey T. Umland,317,,0
General_2015,City Council,RITZVILLE,Ward 4,0,< 25%,344,Dennis R. Chamberlain,344,,0
General_2015,City Council,RIVERSIDE,Pos. 4,1,< 25%,32,Arlie Clinkenbeard,32,,0
General_2015,City Council,RIVERSIDE,Pos. 5,1,< 25%,28,Sandra G. Schneider,28,,0
General_2015,City Council,ROSALIA,Pos. 2,0,< 25%,149,Rick Lau,149,,0
General_2015,City Council,ROSALIA,Pos. 4,0,< 25%,142,Robert Ward,142,,0
General_2015,City Council,ROSLYN,Pos. 1,0,< 25%,159,Derek Gruber,159,,0
General_2015,City Council,ROSLYN,Pos. 2,0,< 25%,154,Andy Januszkiewicz,154,,0
General_2015,City Council,ROSLYN,Pos. 3,0,< 25%,142,Scott Gray,142,,0
General_2015,City Council,ROSLYN,Pos. 4,0,< 25%,160,Cordy Cooke,160,,0
General_2015,City Council,ROSLYN,Pos. 7,0,< 25%,171,Nolan Walter Weis,171,,0
General_2015,City Council,ROY,Pos. 2,4,< 25%,420,James R. Fuchs,420,,0
General_2015,City Council,ROY,Pos. 3,4,< 25%,465,Donna Hunt,465,,0
General_2015,City Council,ROY,Pos. 4,4,< 25%,467,James D. Harris,467,,0
General_2015,City Council,ROY,Pos. 1,4,< 25%,508,K. Mike Cassetto,508,,0
General_2015,City Council,ROY,Pos. 1,4,< 25%,62,Jessie Ashman,62,,0
General_2015,City Council,ROY,Pos. 2,4,< 25%,69,Yvonne Starks,69,,0
General_2015,City Council,ROY,Pos. 4,4,< 25%,63,Michelle Walker,63,,0
General_2015,City Council,ROY,Pos. 3,4,< 25%,85,Hector Rodriguez,85,,0
General_2015,City Council,ROY,Pos. 4,4,< 25%,87,Hollin Garnick,87,,0
General_2015,City Council,ROY,Pos. 5,4,< 25%,84,Tiffany Workinger,84,,0
General_2015,City Council,RUSTON,Pos. 3,4,< 25%,165,James Hedrick,165,,0
General_2015,City Council,RUSTON,Pos. 5,4,< 25%,157,Lynn Syler,157,,0
General_2015,City Council,SAMMAMISH,Pos. 4,908,< 25%,6098,Ramiro Valderrama,7550,Hank Klein,1452
General_2015,City Council,SAMMAMISH,Pos. 2,908,> 50%,1616,Christie Malchow,5527,Mark Cross,3911
General_2015,City Council,SAMMAMISH,Pos. 6,908,> 50%,749,Tom Hornish,5022,Tom Vance,4273
General_2015,City Council,SEATAC,Pos. 1,1163,> 50%,1266,Rick Forschler,2395,Craig Baker,1129
General_2015,City Council,SEATAC,Pos. 3,1163,> 50%,756,Peter Kwon,2233,Sally Andrews,1477
General_2015,City Council,SEATAC,Pos. 5,1163,> 50%,1088,Michael Siefkes,2325,Dave Bush,1237
General_2015,City Council,SEATAC,Pos. 7,1163,> 50%,658,Erin A. Sitterley,2170,Mia Su-Ling Gregerson,1512
General_2015,City Council,SEATTLE,Pos. 9,8052,< 25%,93295,Lorena Gonzalez,128588,Bill Bradburd,35293
General_2015,City Council,SEATTLE,District 1,8052,> 50%,39,Lisa Herbold,12459,Shannon Braddock,12420
General_2015,City Council,SEATTLE,District 2,8052,> 50%,344,Bruce Harrell,9532,Tammy Morales,9188
General_2015,City Council,SEATTLE,District 3,8052,> 50%,3743,Kshama Sawant,17170,Pamela Banks,13427
General_2015,City Council,SEATTLE,District 4,8052,> 50%,708,Rob Johnson,11808,Michael Maddux,11100
General_2015,City Council,SEATTLE,District 5,8052,> 50%,6834,Debora Juarez,15058,Sandy Brown,8224
General_2015,City Council,SEATTLE,District 6,8052,> 50%,7028,Mike O'Brien,18830,Catherine Weatbrook,11802
General_2015,City Council,SEATTLE,District 7,8052,> 50%,14363,Sally Bagshaw,18576,Deborah Zech-Artis,4213
General_2015,City Council,SEATTLE,Pos. 8,8052,25-50%,16278,Tim Burgess,91863,Jon Grant,75585
General_2015,City Council,SEQUIM,Pos. 1,19,< 25%,277,Pam Leonard-Ray,1187,Brandon Janisse,910
General_2015,City Council,SEQUIM,Pos. 2,19,< 25%,318,John Miller,1200,Susan Lorenzen,882
General_2015,City Council,SEQUIM,Pos. 6,19,< 25%,1387,Ken Hays,1387,,0
General_2015,City Council,SEQUIM,Pos. 7,19,< 25%,329,Candace Pratt,1213,James Russell,884
General_2015,City Council,SHORELINE,Pos. 4,580,< 25%,9058,Doris McConnell,9256,Write-in,198
General_2015,City Council,SHORELINE,Pos. 6,580,> 50%,1138,Jesse Salomon,6800,Lorn Richey,5662
General_2015,City Council,SHORELINE,Pos. 2,580,25-50%,2131,Keith Scully,7277,Jessica Cafferty,5146
General_2015,City Council,SKYKOMISH,Pos. 1,0,< 25%,44,Jennifer M. Childs,47,Write-in,3
General_2015,City Council,SKYKOMISH,Pos. 3,0,< 25%,41,Kevin Weiderstrom,43,Write-in,2
General_2015,City Council,SKYKOMISH,Pos. 5,0,< 25%,41,Henry W. Sladek,43,Write-in,2
General_2015,City Council,SNOHOMISH,Pos. 2,227,> 50%,76,Karen W. Guzak,1037,Larry Countryman,961
General_2015,City Council,SNOHOMISH,Pos. 3,227,> 50%,90,Zachary S. Wilde,957,Paul J. Kaftanski,867
General_2015,City Council,SNOHOMISH,Pos. 1,227,25-50%,889,Lynn Schilaty,1382,Alexander Suprenant,493
General_2015,City Council,SNOQUALMIE,Pos. 2,160,< 25%,1350,Chelley Patterson,1382,Write-in,32
General_2015,City Council,SNOQUALMIE,Pos. 4,160,< 25%,1303,Brad Toft,1359,Write-in,56
General_2015,City Council,SNOQUALMIE,Pos. 6,160,> 50%,123,Charles S. Peterson,1016,Joe Larson,893
General_2015,City Council,SOUTH,Pos. 1,0,< 25%,289,Lisa Olsen,289,,0
General_2015,City Council,SOUTH,Pos. 2,0,< 25%,268,Clarence D Williams,268,,0
General_2015,City Council,SOUTH,Pos. 1,0,< 25%,58,Stu Terry,58,,0
General_2015,City Council,SOUTH,Pos. 3,0,< 25%,52,Jan Twardoski,52,,0
General_2015,City Council,SOUTH,Pos. 4,0,< 25%,52,Barbara Wigton,52,,0
General_2015,City Council,SOUTH,Pos. 5,0,< 25%,54,Vicky Watkins,54,,0
General_2015,City Council,SPANGLE,Pos. 2,0,< 25%,69,Rebecca L Johnson,69,,0
General_2015,City Council,SPANGLE,Pos. 3,0,< 25%,71,Melissa Holling,71,,0
General_2015,City Council,SPANGLE,Pos. 4,0,< 25%,81,Clyde J. Sample,81,,0
General_2015,City Council,SPANGLE,Pos. 5,0,< 25%,71,Brian Mangis,71,,0
General_2015,City Council,SPOKANE,President,708,< 25%,12379,Ben Stuckart,29431,John E. Ahern,17052
General_2015,City Council,SPOKANE,Pos. 2,708,< 25%,13037,Dean Grafos,13037,,0
General_2015,City Council,SPOKANE,District 1,708,> 50%,768,Mike Fagan,5239,Randy M. Ramos,4471
General_2015,City Council,SPOKANE,District 3,708,> 50%,1271,Karen Stratton,9416,Evan J. Verduin,8145
General_2015,City Council,SPOKANE,Pos. 3,708,> 50%,1092,Arne Woodard,8763,Tom Towey,7671
General_2015,City Council,SPOKANE,Pos. 6,708,> 50%,99,Sam Wood,8260,Ben Wick,8161
General_2015,City Council,SPOKANE,District 2,708,25-50%,1729,Lori Kinnear,10397,LaVerne Biel,8668
General_2015,City Council,SPRAGUE,Pos. 1,1,< 25%,67,Judy Boutain,91,Crystal Victor,24
General_2015,City Council,SPRAGUE,Pos. 3,1,< 25%,87,Patricia Busby,87,,0
General_2015,City Council,SPRAGUE,Pos. 4,1,< 25%,85,Aaron Snider,85,,0
General_2015,City Council,SPRAGUE,Pos. 5,1,< 25%,76,Trace De Garmo,76,,0
General_2015,City Council,ST.,Pos. 1,0,< 25%,199,Mike Webb,199,,0
General_2015,City Council,ST.,Pos. 2,0,< 25%,194,Denny Hinds,194,,0
General_2015,City Council,STANWOOD,Pos. 3,24,< 25%,988,Elizabeth Callaghan,988,,0
General_2015,City Council,STANWOOD,Pos. 4,24,< 25%,1003,Tim Pearce,1003,,0
General_2015,City Council,STANWOOD,Pos. 5,24,< 25%,974,Lawrence (Larry) A. Sather,974,,0
General_2015,City Council,STANWOOD,Pos. 6,24,< 25%,971,Conrad Ryer,971,,0
General_2015,City Council,STARBUCK,Pos. 1,0,< 25%,48,DENERD HARSTAD,48,,0
General_2015,City Council,STARBUCK,Pos. 3,0,< 25%,10,K. RUTH SHEARER,36,Travis Connely,26
General_2015,City Council,STARBUCK,Pos. 5,0,< 25%,52,JOHN A. WOOD,52,,0
General_2015,City Council,STEILACOOM,Pos. 4,12,< 25%,1406,Nancy E. Henderson,1406,,0
General_2015,City Council,STEILACOOM,Pos. 5,12,< 25%,340,Fred Crumley,934,Bruce Judson,594
General_2015,City Council,SULTAN,Pos. 4,23,< 25%,439,Russell Wiita,644,Bart Dalmasso,205
General_2015,City Council,SULTAN,Pos. 5,23,< 25%,139,Joe Neigel,480,Al Wirta,341
General_2015,City Council,SULTAN,Pos. 7,23,< 25%,259,Jeffrey Beeler,552,Kay George,293
General_2015,City Council,SUMAS,Pos. 3,3,< 25%,223,Todd Daniels,223,,0
General_2015,City Council,SUMAS,Pos. 5,3,< 25%,232,Gary de Bont,232,,0
General_2015,City Council,SUMNER,Pos. 4,16,< 25%,1281,Patrick Reed,1281,,0
General_2015,City Council,SUMNER,Pos. 5,16,< 25%,1277,Cindi Hochstatter,1277,,0
General_2015,City Council,SUMNER,Pos. 6,16,< 25%,1308,Curt Brown,1308,,0
General_2015,City Council,SUMNER,Pos. 7,16,< 25%,1300,Mike LeMaster,1300,,0
General_2015,City Council,TACOMA,Pos. 7,695,< 25%,9828,Conor McCarthy,20302,Suzanne Skaar,10474
General_2015,City Council,TACOMA,Pos. 8,695,< 25%,25493,Ryan Mello,25493,,0
General_2015,City Council,TACOMA,District 1,695,> 50%,809,Anders Ibsen,5811,John Hines,5002
General_2015,City Council,TACOMA,District 3,695,> 50%,552,Keith Blocker,2818,Tom McCarthy,2266
General_2015,City Council,TEKOA,Pos. 1,0,< 25%,146,Richard Kelly,146,,0
General_2015,City Council,TEKOA,Pos. 2,0,< 25%,153,Troy Wilson,153,,0
General_2015,City Council,TEKOA,Pos. 3,0,< 25%,143,Deborah M Groom,143,,0
General_2015,City Council,TEKOA,Pos. 5,0,< 25%,158,John R Giudice,158,,0
General_2015,City Council,TEKOA,Pos. 7,0,< 25%,146,David Tysz,146,,0
General_2015,City Council,TENINO,Pos. 2,8,< 25%,328,David Watterson,328,,0
General_2015,City Council,TENINO,Pos. 5,8,< 25%,181,Susan Copeland,303,Ken Jones,122
General_2015,City Council,TONASKET,Pos. 2,1,< 25%,159,Jensen Sackman,159,,0
General_2015,City Council,TONASKET,Pos. 4,1,< 25%,162,Maria Moreno,162,,0
General_2015,City Council,TONASKET,Pos. 5,1,< 25%,165,Claire Jeffko,165,,0
General_2015,City Council,TUKWILA,Pos. 6,938,> 50%,1062,Kate Kruller,1758,Charles Richard (Dick) Tyson,696
General_2015,City Council,TUKWILA,Pos. 2,938,25-50%,1967,Kathy Hougardy,1997,Write-in,30
General_2015,City Council,TUKWILA,Pos. 4,938,25-50%,1881,Dennis Robertson,1920,Write-in,39
General_2015,City Council,TUMWATER,Pos. 1,47,< 25%,2603,Nicole Hill,2603,,0
General_2015,City Council,TUMWATER,Pos. 2,47,< 25%,800,Tom Oliva,2098,Stephen Ssemaala,1298
General_2015,City Council,TUMWATER,Pos. 3,47,< 25%,2556,Joan Cathey,2556,,0
General_2015,City Council,TUMWATER,Pos. 4,47,< 25%,2614,Eileen Swarthout,2614,,0
General_2015,City Council,TUMWATER,Pos. 7,47,< 25%,2592,Neil A. McClanahan,2592,,0
General_2015,City Council,TWISP,Pos. 2,0,< 25%,169,Aaron Studen,169,,0
General_2015,City Council,TWISP,Pos. 3,0,< 25%,131,Traci Day,131,,0
General_2015,City Council,TWISP,Pos. 4,0,< 25%,161,John Fleming,161,,0
General_2015,City Council,TWISP,Pos. 5,0,< 25%,171,Hans Smith,171,,0
General_2015,City Council,UNIONTOWN,Pos. 1,0,< 25%,69,John G Jacobs,69,,0
General_2015,City Council,UNIONTOWN,Pos. 2,0,< 25%,68,Brian Davies,68,,0
General_2015,City Council,UNIONTOWN,Pos. 4,0,< 25%,67,Daniel P Baker,67,,0
General_2015,City Council,UNIVERSITY PLACE,Pos. 2,236,< 25%,5532,Kent D. Keel,5532,,0
General_2015,City Council,UNIVERSITY PLACE,Pos. 6,236,< 25%,1582,Chris Nye,4223,Frank Boykin,2641
General_2015,City Council,UNIVERSITY PLACE,Pos. 7,236,< 25%,5382,Caroline Belleci,5382,,0
General_2015,City Council,VANCOUVER,Pos. 4,947,< 25%,15331,Bart Hansen,19813,Justin M. Forsman,4482
General_2015,City Council,VANCOUVER,Pos. 6,947,< 25%,5444,Bill Turlay,14863,George R. Francisco,9419
General_2015,City Council,VANCOUVER,Pos. 5,947,> 50%,866,Ty Stober,12820,Linda Glover,11954
General_2015,City Council,WALLA WALLA,Pos. 4,26,< 25%,728,Jerry Cummins,3096,Sharon K Schiller,2368
General_2015,City Council,WALLA WALLA,Pos. 5,26,< 25%,3767,Barbara Clark,3767,,0
General_2015,City Council,WALLA WALLA,Pos. 6,26,< 25%,4162,Tom Scribner,4162,,0
General_2015,City Council,WALLA WALLA,Pos. 7,26,< 25%,987,Steven (Steve) Moss,3203,Dominick J. Elia,2216
General_2015,City Council,WASHOUGAL,Pos. 2,41,< 25%,1896,Michelle C. Wagner,1896,,0
General_2015,City Council,WASHOUGAL,Pos. 4,41,< 25%,320,Joyce Lindsay,1362,Jason Dodge,1042
General_2015,City Council,WASHOUGAL,Pos. 5,41,< 25%,1927,Jennifer McDaniel,1927,,0
General_2015,City Council,WASHOUGAL,Pos. 7,41,25-50%,126,Dan Coursey,1287,Molly L. Coston,1161
General_2015,City Council,WASHTUCNA,Pos. 1,0,< 25%,60,David Miller,60,,0
General_2015,City Council,WASHTUCNA,Pos. 2,0,< 25%,63,Shauna K. Miller,63,,0
General_2015,City Council,WASHTUCNA,Pos. 3,0,< 25%,73,Carol J. Sullivan,73,,0
General_2015,City Council,WASHTUCNA,Pos. 5,0,< 25%,59,Jennifer Webb,59,,0
General_2015,City Council,WATERVILLE,Pos. 3,0,< 25%,298,Jill Daling Thompson,298,,0
General_2015,City Council,WATERVILLE,Pos. 4,0,< 25%,287,Charles Driver,287,,0
General_2015,City Council,WATERVILLE,Pos. 5,0,< 25%,162,Joyce Huber,250,Joseph R. Johnson,88
General_2015,City Council,WAVERLY,Pos. 3,0,< 25%,31,Evie Heinevetter,31,,0
General_2015,City Council,WAVERLY,Pos. 5,0,< 25%,29,Tabitha Gale,29,,0
General_2015,City Council,WENATCHEE,Pos. 1,36,< 25%,231,John D. Sterk,1137,Art Murison,906
General_2015,City Council,WENATCHEE,Pos. 2,36,< 25%,1728,Harry Raab,1728,,0
General_2015,City Council,WENATCHEE,Pos. 5,36,< 25%,690,Sandy McCourt,1381,Mark Botello,691
General_2015,City Council,WENATCHEE,Pos. 6,36,< 25%,1747,"Timothy J. ""Tim"" Detering",1747,,0
General_2015,City Council,WENATCHEE,Pos. 2,36,< 25%,4235,Ruth Esparza,4235,,0
General_2015,City Council,WENATCHEE,Pos. 3,36,< 25%,4035,Lyle Markhart,4035,,0
General_2015,City Council,WENATCHEE,Pos. 5,36,< 25%,4278,Mark Kulaas,4278,,0
General_2015,City Council,WENATCHEE,Pos. 6,36,< 25%,4158,Linda Herald,4158,,0
General_2015,City Council,WENATCHEE,Pos. 7,36,< 25%,2626,Mike Poirier,3641,Donald D. Ovitt,1015
General_2015,City Council,WESTPORT,Pos. 2,1,< 25%,394,Robert N. Parnell,394,,0
General_2015,City Council,WESTPORT,Pos. 5,1,< 25%,146,Brandi Holmes,318,Patricia Gardner,172
General_2015,City Council,WHITE SALMON,Pos. 1,2,< 25%,384,Robert Gilchrist,384,,0
General_2015,City Council,WHITE SALMON,Pos. 2,2,< 25%,378,Donna Heimke,378,,0
General_2015,City Council,WILBUR,Pos. 3,0,< 25%,54,Write-In: Coltan Hoppe,166,Beverly A. Evans,112
General_2015,City Council,WILBUR,Pos. 4,0,< 25%,136,Wally Kluver,253,Scott Sundean,117
General_2015,City Council,WILBUR,Pos. 5,0,< 25%,59,Jim Pope,213,Roy Scheibner,154
General_2015,City Council,WILKESON,Pos. 5,0,< 25%,52,Terry Endsley,52,,0
General_2015,City Council,WINTHROP,Pos. 3,0,< 25%,86,Gaile Bryant-Cannon,86,,0
General_2015,City Council,WINTHROP,Pos. 4,0,< 25%,87,Jessica Sheehan,87,,0
General_2015,City Council,WINTHROP,Pos. 5,0,< 25%,94,Anne Acheson,94,,0
General_2015,City Council,WOODINVILLE,Pos. 6,384,> 50%,334,Al Taylor,1174,Deanna Arnold-Frady,840
General_2015,City Council,WOODINVILLE,Pos. 2,384,25-50%,1460,Les Rubstello,1501,Write-in,41
General_2015,City Council,WOODINVILLE,Pos. 4,384,25-50%,1507,Elaine Cook,1525,Write-in,18
General_2015,City Council,WOODLAND,Pos. 4,9,< 25%,140,Karl A. Chapman,498,Grover B. Laseke,358
General_2015,City Council,WOODLAND,Pos. 5,9,< 25%,67,Susan Humbyrd,461,JJ Burke,394
General_2015,City Council,WOODLAND,Pos. 7,9,< 25%,197,Matthew Jacobs,494,Mike Benjamin,297
General_2015,City Council,WOODWAY,Pos. 4,11,< 25%,308,Thomas Howard,308,,0
General_2015,City Council,WOODWAY,Pos. 5,11,< 25%,309,Elizabeth Mitchell,309,,0
General_2015,City Council,YACOLT,Pos. 3,1,< 25%,144,Anthony Bronkhorst,144,,0
General_2015,City Council,YACOLT,Pos. 5,1,< 25%,153,Jason Conrad Wallway,153,,0
General_2015,City Council,YARROW POINT,Pos. 2,8,< 25%,243,Carl Scandella,245,Write-in,2
General_2015,City Council,YARROW POINT,Pos. 4,8,< 25%,247,Andrew Valaas,249,Write-in,2
General_2015,City Council,YARROW POINT,Pos. 5,8,< 25%,231,Steve Bush,236,Write-in,5
General_2015,City Council,YELM,Pos. 1,18,< 25%,710,JW Foster,710,,0
General_2015,City Council,YELM,Pos. 2,18,< 25%,85,Molly A. Carmody,498,Joe Baker,413
General_2015,City Council,YELM,Pos. 6,18,< 25%,269,Joe DePinto,601,Terry Kaminski,332
General_2015,City Council,YELM,Pos. 4,18,> 50%,7,Tad Stillwell,462,Jen Littlefield,455
General_2013,City Council,ABERDEEN,Pos. 5,11,< 25%,451,Tim Alstrom,451,,0
General_2013,City Council,ABERDEEN,Pos. 7,11,< 25%,316,Kathi Hoder,583,Elaine Redner,267
General_2013,City Council,ABERDEEN,Pos. 11,11,< 25%,183,Denny Lawrence,306,Michelle Barclay,123
General_2013,City Council,ABERDEEN,Pos. 2,11,> 50%,9,Tawni Andrews,203,John R Smith,194
General_2013,City Council,ABERDEEN,Pos. 4,11,25-50%,42,Alice Phelps,225,Roberta Myers,183
General_2013,City Council,ABERDEEN,Pos. 10,11,25-50%,26,John Erak,133,Alan Richrod,107
General_2013,City Council,AIRWAY HEIGHTS,Pos. 1,15,< 25%,561,Patrick D. Rushing,561,,0
General_2013,City Council,AIRWAY HEIGHTS,Pos. 2,15,< 25%,69,Steven Lawrence,330,Jack Collins,261
General_2013,City Council,AIRWAY HEIGHTS,Pos. 4,15,< 25%,538,Tanya D Dashiell,538,,0
General_2013,City Council,AIRWAY HEIGHTS,Pos. 6,15,< 25%,537,Doyle M. Inman,537,,0
General_2013,City Council,ALBION,Pos. 2,0,< 25%,78,Justin L Gibbs,78,,0
General_2013,City Council,ALBION,Pos. 3,0,< 25%,86,Rhonda Anderson,86,,0
General_2013,City Council,ALMIRA,Pos. 3,0,< 25%,80,Scott F. Smith,80,,0
General_2013,City Council,ALMIRA,Pos. 4,0,< 25%,90,Jason Evers,90,,0
General_2013,City Council,ALMIRA,Pos. 5,0,< 25%,88,Gene Scammon,88,,0
General_2013,City Council,ANACORTES,Pos. 4,23,< 25%,1637,Matt Miller,4166,Andrea Doll,2529
General_2013,City Council,ANACORTES,Pos. 5,23,< 25%,3769,John(Johnny)Archibald,4970,Brandon J. Robinson,1201
General_2013,City Council,ANACORTES,Pos. 6,23,< 25%,2292,Elizabeth (Liz) Lovelett,4474,Bill Turner,2182
General_2013,City Council,ANACORTES,Pos. 7,23,< 25%,5029,Erica Pickett,5029,,0
General_2013,City Council,ARLINGTON,Pos. 3,52,< 25%,2866,Debora Nelson,2866,,0
General_2013,City Council,ARLINGTON,Pos. 7,52,< 25%,471,Jan Schuette,1926,Mike Hopson,1455
General_2013,City Council,ARLINGTON,Pos. 1,52,> 50%,18,Jesica Stickles,1740,Steve Baker,1722
General_2013,City Council,ARLINGTON,Pos. 2,52,> 50%,26,Chris Raezer,1691,Shery Christianson,1665
General_2013,City Council,ASOTIN,Pos. 1,0,< 25%,277,Jennifer Bly,277,,0
General_2013,City Council,ASOTIN,Pos. 3,0,< 25%,260,George Tucker,260,,0
General_2013,City Council,ASOTIN,Pos. 4,0,< 25%,270,Mervin Schneider,270,,0
General_2013,City Council,ASOTIN,Pos. 5,0,< 25%,271,Joe Appleton,271,,0
General_2013,City Council,AUBURN,Pos. 2,999,> 50%,1698,Claude DaCorsi,6774,Jodi Riker-Yap,5076
General_2013,City Council,AUBURN,Pos. 4,999,> 50%,1367,Yolanda Trout,6756,Frank Lonergan,5389
General_2013,City Council,AUBURN,Pos. 6,999,> 50%,30,Rich Wagner,6125,Michelle Binetti,6095
General_2013,City Council,BAINBRIDGE ISLAND,Pos. 3,33,< 25%,3855,Roger Townsend,6757,Dee McComb,2902
